Name / ID	Portrait	Emotion	Action	Line1	Line2	Line3	Color	Size	Speed	Index	Anim	Navigate	Branching Dialogue 1	Branching Dialogue 2	Bg Pointer
	db_ch_deadguy	EM_DEFAULT		Nope, I just like	sleeping face-down	in the snow.									
	db_ch_deadguy	EM_DEFAULT		It's nice, you	should try it	sometime.				CHAR_NOODLE	&npcs_noodle_go				
	db_ch_ginger	EM_DEFAULT		Do you know	how to get to	Canterbury?									
	db_ch_deadguy	EM_DEFAULT		zzzzzzzzzzz											
	db_ch_ginger	EM_SIDE_EYE		Time to ask	around, I suppose.										
															
avalon_guy_02															
	db_ch_deadguy	EM_DEFAULT		zzzzzzzzzzz	zzzzzzzzzzz	zzzzzzzzzzz									
															
avalon_grandma_01															
	db_ch_ginger	EM_DEFAULT		Hello, ma'am?											
	db_ch_grandma	EM_DEFAULT		Yes, what is it,	sweetheart?										
	db_ch_ginger	EM_DEFAULT		Do you know how	to get to Canterbury	from here?									
	db_ch_grandma	EM_DEFAULT		Say.. You look just	like her majesty	Princess Semura.									
	db_ch_ginger	EM_SIDE_EYE		Hehe, I get that a	lot but I'm, uh, not	the Princess.									
	db_ch_grandma	EM_DEFAULT		What's the human	doing here?	Human..									
	db_ch_grandma	EM_DEFAULT		Please, cause some	mischief, I'd like	entertainment.									
	db_ch_grandma	EM_DEFAULT		We haven't had a	good hanging in	over a week.									
	db_ch_ginger	EM_SIDE_EYE		We need to get	out of here.										
															
avalon_grandma_02															
	db_ch_grandma	EM_DEFAULT		Hmm.. Hmm..	What a slow day..										
	db_ch_ginger	EM_SIDE_EYE		Psst.. She kinda	freaks me out..	Let's go elsewhere..									
															
avalon_wormguy_01															
	db_ch_wormguy	EM_DEFAULT		HUMAN, would	you be kind enough	to support									
	db_ch_wormguy	EM_DEFAULT		a poor, grieving	father?										
	db_ch_ginger	EM_DEFAULT		But muetos don't-											
	db_ch_wormguy	EM_DEFAULT		(shush!!)	(human doesn't	know that!!)									
	db_ch_wormguy	EM_DEFAULT		The wicked fairies	of the wood turned	by beloved daughter									
	db_ch_wormguy	EM_DEFAULT		Into a statue!	(The horror!)										
	db_ch_wormguy	EM_DEFAULT		If you pay me	1G however,	I can show you									
	db_ch_wormguy	EM_DEFAULT		her sorry fate.											
				No way, worm guy.	Sure. Why not.								&avalon_wormguy_01_alt_01		
	db_ch_wormguy	EM_DEFAULT		You will regret it!	I hope YOU turn to	a statue as well!									
															
avalon_wormguy_01_alt_01															
	db_ch_wormguy	EM_DEFAULT		What a fine choice!	Here is your ticket!										
				You found:	WORM TICKET										
				It was once a	fast food receipt.	Nice.									
		EM_SKIP	ACT_ITEM							OBJ_TICKET					
															
avalon_wormguy_02															
				It's definitely a	statue of a worm.										
				It appears to have	been yard decor	at one point.									
				Confusing.	New Berlin doesn't	have any yards.									
				Maybe muetos	are into yard worms.										
															
avalon_courier_01															
	db_ch_ginger	EM_DEFAULT		Do you know the	way to Canterbury?										
	db_ch_courier	EM_DEFAULT		..of course I do,	do you not know	who I am?									
	db_ch_ginger	EM_DEFAULT		No..?											
	db_ch_courier	EM_DEFAULT		Every local knows	that this badge	"means ""courier""."									
	db_ch_courier	EM_DEFAULT		I wouldn't expect	a princess to know	that, though.									
	db_ch_ginger	EM_SIDE_EYE		I don't know what	you're talking	about.									
	db_ch_courier	EM_DEFAULT		Oh.. Right.	Of course.	It's a secret.									
	db_ch_courier	EM_DEFAULT		Now, I am	fascinated by the..	human here.									
	db_ch_ginger	EM_DEFAULT		We just need to	get to Canterbury.										
															
avalon_courier_02															
	db_ch_courier	EM_DEFAULT		If you need my	services, just let	me know.									
															
avalon_courier_03															
	db_ch_ginger	EM_DEFAULT		Sir, we need this	turkey delivered to	the garbage pile.									
	db_ch_courier	EM_HAPPY		Oh.. Your highness,	only humans and the	rich use that pile.									
	db_ch_courier	EM_DEFAULT		Just throw your	trash off the cliff.										
	db_ch_ginger	EM_SIDE_EYE		No, it's for someone	who lives there.										
	db_ch_courier	EM_DEFAULT		..Visker?	What does he want	a turkey for?									
	db_ch_ginger	EM_DEFAULT		Would you mind	explaining?										
				He asked me to.	No reason.								&avalon_courier_03_alt_01		
	db_ch_courier	EM_DEFAULT		A virtuous human..	imagine that.										
				One full of..	patience.	Admirable.									
				I will deliver it.											
															
avalon_courier_03_alt_01															
				Is it poisoned?	I hope so. That rat	gets on my nerves.									
															
avalon_courier_04															
	db_ch_ginger	EM_DEFAULT		Sir, we need this	turkey delivered to	the garbage pile.									
	db_ch_courier	EM_DEFAULT		My fee is 5G.											
	db_ch_ginger	EM_DEFAULT		Oh.. Heheh..	I apologize then.										
	db_ch_courier	EM_DEFAULT		I would deliver it	for free if my	client was royalty.									
	db_ch_ginger	EM_SIDE_EYE		Gee, it's a shame	that I'm not royalty	then, huh.									
	db_ch_courier	EM_DEFAULT		Whatever you say,	princess.										
															
avalon_shop_01															
	db_ch_primary	EM_DEFAULT		How'se you two	fine folks doin on a	day like today?									
	db_ch_ginger	EM_HAPPY		I'm doing well!											
	db_ch_primary	EM_DEFAULT		I'm not, this	town sucks so bad										
	db_ch_primary	EM_DEFAULT		I'd move but I spent	like 500,000G on	this shop									
	db_ch_primary	EM_DEFAULT		I need to pay it all	off first										
				Well that sucks	You didn't rent?	I'll buy the shop.							&avalon_shop_01_alt_02	&avalon_shop_01_alt_03	
	db_ch_primary	EM_DEFAULT		You'se can buy	my things though										
															
avalon_shop_01_alt_02															
	db_ch_primary	EM_DEFAULT		I value ownership											
															
avalon_shop_01_alt_03															
	db_ch_primary	EM_DEFAULT		Come back with	500,000G and let's	chat some more, ok?									
															
doll_guy_01															
	db_ch_ginger	EM_HAPPY		Hey, look at this	doll, it's kinda	cute.									
	db_ch_doll	EM_DEFAULT		Look, babe, I don't	know where you're	from,									
	db_ch_doll	EM_DEFAULT		But in this town,	that's considered	"""harrassment""."									
	db_ch_ginger	EM_WAT		I, uh.. I'm sorry,	I didn't know you	were.. uh.. alive.									
	db_ch_doll	EM_DEFAULT		That's extremely	disrespectful,	toots.									
	db_ch_doll	EM_DEFAULT		I'm just a shopper	like any other.										
	db_ch_ginger	EM_EMBARRASSED		We're, uh..	We're gonna go now.										
	db_ch_primary	EM_HAPPY		Hehehehe				SIZE_SMALL							
	db_ch_primary	EM_DEFAULT		You'se should take	my classes on	ventriloquism.		SIZE_DEFAULT							
															
item_tire_01															
				A tire would be	fantastic, if you	had a car.									
				But is 10,000G	really fair?										
															
item_enoki_01															
	db_ch_ginger	EM_SIDE_EYE		Is this supposed to	be a human doll?										
	db_ch_ginger	EM_DEFAULT		Her mouth is above	her eyes..										
	db_ch_ginger	EM_HAPPY		It is cute.											
	db_ch_ginger	EM_CONFUSED		..	"Maybe not ""20,000G"""	cute though.									
															
item_banana_hat_01															
	db_ch_primary	EM_DEFAULT		We're running a	special on the	banana hat!									
	db_ch_primary	EM_DEFAULT		"""BUY ONE:"	"GET THAT ONE"""										
															
item_lime_01															
	db_ch_ginger	EM_DEFAULT		I don't think I	could ever get sick	of limes.									
	db_ch_ginger	EM_ANNOYED		50,000G for a lime..											
	db_ch_primary	EM_DEFAULT		It's out of season.	And we're in the	woods.									
															
avalon_shop_02															
	db_ch_primary	EM_DEFAULT		Give me money ok											
															
final_msg															
				Thanks for	trying out the	demo so far!									
				I've only been	working on this	for 2 months,									
				so I'm sure I'll	make lots of	progress.									
				This village is	only partially done	for now.									
				Discord, X, BlueSky:		"""@cinemint"""									
				Feel free to reach	out! Take care!	~ Cinemint									
															
scruffys_01															
	db_ch_greyfriar	EM_DEFAULT		I can't believe	they'd slander me	like that!									
	db_ch_greyfriar	EM_DEFAULT		My mates say	I've got a	"""gambling problem""."									
	db_ch_greyfriar	EM_DEFAULT		I bet they're	making fun of me	right now.									
				I'm bet they're not.	I bet you're right.								&scruffys_01_alt_01		
	db_ch_greyfriar	EM_DEFAULT		..											
	db_ch_greyfriar	EM_DEFAULT		I'll give you $10	if they're not.										
															
scruffys_01_alt_01															
				"""B-Bet.."""	I feel..	An itch..									
															
scruffys_02															
	db_ch_jelly	EM_DEFAULT		And that's when I	said-..										
	db_ch_jelly	EM_HAPPY		Um..	Can I help you,	human?									
	db_ch_ginger	EM_DEFAULT		Do you know how	to get to	Canterbury?									
	db_ch_jelly	EM_HAPPY		I asked the human,	not you.	Rude.									
				Where is Canterbury?	Goodbye.								&scruffys_02_alt_01		
	db_ch_jelly	EM_DEFAULT		So a human shows	up in the middle of	Avalon,									
	db_ch_jelly	EM_DEFAULT		And doesn't know	how to get to	Canterbury.									
	db_ch_jelly	EM_HAPPY		Every mueto knows	how to get to	Canterbury.									
	db_ch_jelly	EM_DEFAULT		That's why the	gods love us more.										
	db_ch_ginger	EM_DEFAULT		I don't-											
				What?	Did I	hear something?									
															
scruffys_02_alt_01															
	db_ch_jelly	EM_DEFAULT		Hey, check out the	tollhouse on the	east side.									
	db_ch_jelly	EM_DEFAULT		That's the best way	to leave and never	come back.									
															
scruffys_03															
	db_ch_ginger	EM_DEFAULT		Can you help us	figure out how to	get to Canterbury?									
	db_ch_horsey	EM_DEFAULT		..Nay.											
															
scruffys_04															
	db_ch_glompy	EM_DEFAULT		They don't got	alcohol here no	more.									
	db_ch_glompy	EM_DEFAULT		I gotta drink this	lake water and	pretend a little.									
	db_ch_glompy	EM_DEFAULT		Look at it.	I think it moved	on its own.									
	db_ch_ginger	EM_DEFAULT		Surely there's	something else to	drink.									
	db_ch_glompy	EM_DEFAULT		There is but I'd	have to get up.										
	db_ch_glompy	EM_DEFAULT		If you two find	somethin' else, I'll	pay a little.									
															
scruffys_04b															
	db_ch_glompy	EM_DEFAULT		"""How dry I am.."""		"""How dry I am.."""									
															
scruffys_04c															
	db_ch_glompy	EM_DEFAULT		Oh!! Thank you!	Here, take this,	I don't need it.									
				You found:	5G										
															
scruffys_05															
	db_ch_sneaker	EM_DEFAULT		A human..	They say your kind	is good at darts.									
	db_ch_sneaker	EM_DEFAULT		If you beat me,	I'll give you 50G.										
	db_ch_sneaker	EM_DEFAULT		If I beat YOU,	then you DIE.	Deal?									
				Deal.	No deal.								&scruffys_05_alt_01		
	db_ch_sneaker			Let's play!											
		EM_SKIP	ACT_GAME							GAME_DARTS					
															
scruffys_05_alt_01															
	db_ch_sneaker	EM_DEFAULT		Too afraid.	I see.										
															
scruffys_05b															
	db_ch_sneaker	EM_DEFAULT	ACT_MUSIC_FADEOUT	I.. I can't..	YOU!	GLABBER!									
	db_ch_sneaker	EM_DEFAULT		I'LL KILL YOU!!											
			ACT_PROGRESS							CH_CUTSCENE_04					
															
tollhouse_01															
	db_ch_tollman	EM_DEFAULT		Ask not for	whom the bell	tolls..									
	db_ch_tollman	EM_DEFAULT		For it might be	*I*!	The tollman!									
	db_ch_ginger	EM_DEFAULT		You take your job	very seriously.										
	db_ch_tollman	EM_DEFAULT		But of course I do.	I spent every	waking moment									
	db_ch_tollman	EM_DEFAULT		of my life in this	booth.										
	db_ch_tollman	EM_DEFAULT		If I didn't take it	seriously, then my	entire life would									
	db_ch_tollman	EM_DEFAULT		be an enormous	waste.										
	db_ch_tollman	EM_DEFAULT		Can't you see how	serious I am about	getting into heaven?									
	db_ch_ginger	EM_DEFAULT		How much is	the toll?										
	db_ch_tollman	EM_DEFAULT		50G.											
	db_ch_ginger	EM_DEFAULT		50G?!											
	db_ch_tollman	EM_DEFAULT		Of course.	How much is freedom	worth it to you?									
	db_ch_ginger	EM_DEFAULT		I don't like this	toll man.										
	db_ch_tollman	EM_DEFAULT		Your approval is	not the approval	I'm after.									
															
tollhouse_01b															
	db_ch_tollman	EM_DEFAULT		You returned..	but not with 50G!										
	db_ch_tollman	EM_DEFAULT		Your time may not	be meaningful to	yourself,									
	db_ch_tollman	EM_DEFAULT		But my time is	the most precious	thing in the world!									
	db_ch_tollman	EM_DEFAULT		Return.	But only with	enough.									
															
worm_action_01															
				It seems that	someone left a	bottle here.									
				Perhaps it's to pay	respects?	No clue.									
				I'll take it.	I'll leave it be.								&worm_action_01_alt_01		
				You found:	WINE BOTTLE										
															
worm_action_01_alt_01															
				A considerate	choice.										
															
captive_01															
	db_ch_ginger	EM_WAT		H-HEY!	WAKE UP!					CHAR_JEREMY	&jeremy_lay_down				
	db_ch_ginger	EM_SAD		I-I tried to fight,	but he was	stronger, and-									
	db_ch_ginger	EM_SAD		I-I think he	knocked us out and	dragged us here!									
	db_ch_ginger	EM_WAT		We've gotta	get out!!										
															
scruffys_06															
	db_ch_robin	EM_DEFAULT		I'm sorry, we	haven't gotten any	shipments in									
	db_ch_robin	EM_DEFAULT		in weeks.	All we have is	water.									
	db_ch_robin	EM_DEFAULT		1G per glass.											
															
scruffys_06b															
	db_ch_robin	EM_DEFAULT		What can I get	for you?										
	db_ch_robin	EM_DEFAULT		Water.	No water.										
	db_ch_robin	EM_DEFAULT		One water,	coming right up.										
	db_ch_robin	EM_DEFAULT		You found:	WATER										
															
scruffys_06b_alt_01															
	db_ch_robin	EM_DEFAULT		Your loss.											
													&scruffys_06b_alt_01		
															
dart_01															
	db_ch_sneaker	EM_DEFAULT		I almost pity you,	human.										
	db_ch_sneaker	EM_DEFAULT		My grandfather	INVENTED darts.										
	db_ch_sneaker	EM_DEFAULT		There is none	alive greater than	I.									
															
dart_02															
	db_ch_sneaker	EM_DEFAULT		Beginner's luck!											
															
dart_03															
	db_ch_sneaker	EM_DEFAULT		I see.. It seems the	gods have given you	a gift.									
															
dart_04															
	db_ch_sneaker	EM_DEFAULT		N-NO!!	IT CAN'T BE!!										
	db_ch_sneaker	EM_DEFAULT		YOU'LL PAY FOR	THAT, HUMAN!										
															
togore_01															
	db_ch_ginger	EM_SAD		Oh dear.. Hey there,	little buddy.	Are you hurt?									
	db_ch_ginger	EM_SAD		Did the mean man	from the tavern	kidnap you too?									
	db_ch_togore	EM_DEFAULT		My papa twayded	me for a beer. Thso	I'm thtuck heow.									
	db_ch_ginger	EM_SAD		Do you need our	help getting you	out?									
	db_ch_togore	EM_DEFAULT		No.	Ith okay down here.										
	db_ch_ginger	EM_SAD		Are you sure?											
	db_ch_togore	EM_DEFAULT		Yeth.											
	db_ch_ginger	EM_SAD		Well..	Okay, then.										
	db_ch_ginger	EM_SIDE_EYE		I can't stand seeing	kids in pain like	this.									
	db_ch_togore	EM_DEFAULT		Thereth juith.	And snacks.	And my toyths.									
	db_ch_togore	EM_DEFAULT		I'll standth on the	button to let you	guysth out.									
	db_ch_ginger	EM_SAD		Okay..	If you insist..										
		EM_SKIP	ACT_WALK							CHAR_TOGORE		{8, 6}			
															
broken_avalon_00															
				You are outside	without a jacket.	However,									
				the wind feels	colder than it did	before.									
				The sun will be	setting soon.										
															
broken_avalon_01															
	db_ch_ginger	EM_DEFAULT		I think that statue	was one of the	oldest.									
	db_ch_ginger	EM_SULLEN		It had been there	for.. Hmm.. I think	twenty years.									
				Are you alright?	I'm sorry.								&broken_avalon_01_alt_01		
	db_ch_ginger	EM_SULLEN		Yes.	I'm glad it's gone.										
															
broken_avalon_01_alt_01															
	db_ch_ginger	EM_SULLEN		You don't need to	apologize.										
	db_ch_ginger	EM_SULLEN		Honestly,	I'm glad it's gone.										
															
broken_avalon_02															
			ACT_SFX_KNOCK	No one seems to	be in right now.										
															
sign_135															
				CITY LIMITS	AVALON VILLAGE										
				NO HUMANS	ALLOWED										
															
sign_136															
				What are you	doing here?										
				Go home.											
															
sign_142															
				WARNING:	Don't get stuck.										
	db_ch_ginger	EM_SIDE_EYE		You might want to	be careful..										
															
talk_151															
				You hear quiet	snoring under the	blanket.									
	db_ch_ginger	EM_SIDE_EYE		..											
				Ginger?	*yawn*								&talk_151_alt_01		
	db_ch_ginger	EM_DEFAULT		Yeah?		Oh, sorry.									
	db_ch_ginger	EM_SIDE_EYE		He, uh..		smells familiar.									
				Ew.	Okay then								&talk_151_alt_02		
	db_ch_ginger	EM_DEFAULT		I'm sorry.	Mueto thing.										
	db_ch_ginger	EM_SIDE_EYE		We shouldn't wake	him up.										
															
talk_151_alt_01															
	db_ch_ginger	EM_DEFAULT		You're right.	We need to find	fire material.									
															
talk_151_alt_02															
	db_ch_ginger	EM_DEFAULT		Oh.. Yeah, sorry.	Mueto thing.										
	db_ch_ginger	EM_SIDE_EYE		We shouldn't wake	him up though.										
	db_ch_ginger	EM_DEFAULT		I don't know, I	just have a	gut feeling, y'know.									
															
dark_152															
	db_ch_ginger	EM_EMBARRASSED		Hey.. Friend.	I think.. Maybe..	We should talk.									
	db_ch_ginger	EM_ANNOYED		..											
	db_ch_ginger	EM_DISAPPOINTED		I'm a mueto,	you're a human,	and.. Well..									
	db_ch_ginger	EM_DISAPPOINTED		The muetos and	the humans have	been at war for..									
	db_ch_ginger	EM_DISAPPOINTED		I don't know..		A long time.									
	db_ch_ginger	EM_ANNOYED		You're probably	confused as to why	I'm so friendly.									
	db_ch_ginger	EM_EMBARRASSED		I think the muetos	in Avalon are	probably fine.									
	db_ch_ginger	EM_EMBARRASSED		This happens all	the time. Like	you saw in Berlin.									
	db_ch_ginger	EM_LAUGH		I guess it's nice we	found a way to leave	without the toll.									
	db_ch_ginger	EM_SULLEN		..											
	db_ch_ginger	EM_SULLEN		I'm not what I	look like, human.										
	db_ch_ginger	EM_SULLEN		..											
	db_ch_ginger	EM_SULLEN		..	..	..									
	db_ch_ginger	EM_DEFAULT		It's cold.	Let's make a fire	and then talk more.									
															
dark_info															
	db_ch_ginger	EM_DEFAULT		Hey.. Whenever	you see the snow	like this,									
	db_ch_ginger	EM_DEFAULT		There's a good	chance someone	dropped something.									
	db_ch_ginger	EM_SIDE_EYE		Might be useful.											
															
item_153															
				You found:	A STICK!										
				It's a great stick,	too.										
		EM_SKIP	ACT_ITEM							OBJ_STICKS					
															
item_156															
				You found:	FLINT!										
				What's it doing	out here?										
		EM_SKIP	ACT_ITEM							OBJ_FLINT					
															
item_157															
				You found:	A STEEL!										
				Completely free,	off the ground.	What a steel.									
		EM_SKIP	ACT_ITEM							OBJ_STEEL					
															
item_158															
				You found:	SOME STONES!										
				Stone is common.	LIFTABLE stone,	on the other hand..									
		EM_SKIP	ACT_ITEM							OBJ_STONES					
															
item_155															
				This would be a	great spot for a	campfire.									
				You still need some	things before you	can make one.									
															
item_155b															
		EM_SKIP	ACT_SFX_FIRE												
	db_ch_ginger	EM_HAPPY	ACT_MUSIC_FADEOUT	Ahh..	There we go.	Much better.				CHAR_FIRE	&fire_on				
		EM_SKIP	ACT_CLEAR_INVENTORY												
		EM_SKIP	ACT_PROGRESS							CH_CUTSCENE_05					
															
item_none															
				Doesn't seem to	be anything here.	Sorry.									
															
dark_talk															
		EM_SKIP	ACT_MUSIC_RESET							CHAR_JEREMY	&jeremy_lay_down				
		EM_SKIP								CHAR_GINGER	&ginger_sit_sad				
		EM_SKIP								CHAR_FIRE	&fire_on				
	db_ch_ginger	EM_SIDE_EYE		So, uh.. I think	it's important that	I come clean.									
	db_ch_ginger	EM_EMBARRASSED		My name.. isn't	"actually ""Ginger""."										
	db_ch_ginger	EM_SAD		"It's ""Virginia"", I"	"just go by ""Ginger"""	because it's short.									
	db_ch_ginger	EM_LAUGH		Whew.. that feels	good to get off my	chest..									
	db_ch_ginger	EM_EMBARRASSED		So.. the war.. uh..	Between the humans	and the muetos..									
	db_ch_ginger	EM_DISAPPOINTED		It's all.. well..	It's not fake, but	it's.. hmm..									
	db_ch_ginger	EM_SAD		..anyway, I'm trying	to get to Canterbury	to meet someone.									
	db_ch_ginger	EM_EMBARRASSED		Okay, I'll just say	it. I know THE	Dr. Henry Erickson.									
	db_ch_ginger	EM_EMBARRASSED		It's a long story.	But I think he'll	listen to me!									
	db_ch_ginger	EM_DEFAULT		I think I have a	chance to make it	all stop.									
	db_ch_ginger	EM_EMBARRASSED		I'm not trying to	take advantage of	you, though..									
	db_ch_ginger	EM_DEFAULT		There's a train	there that can take	you home.									
	db_ch_ginger	EM_SIDE_EYE		..Have you ever felt	like you were on a	special mission?									
	db_ch_ginger	EM_DEFAULT		Like there's a job	only you can do?	It's like that.									
	db_ch_ginger	EM_LAUGH		I know it sounds	delusional.. but,	uh.. Yeah.									
	db_ch_ginger	EM_SIDE_EYE	ACT_SFX_FIRE	H-Hey,	what was that??					CHAR_GINGER	&ginger_sit_alert				
		EM_SKIP								CHAR_GINGER	&anim_stand				
															
sebellus_00															
		EM_SKIP								CHAR_SEBELLUS	&sebellus_hide				
															
sebellus_01															
	db_ch_ginger	EM_WAT		S-SEBELLUS??											
	db_ch_sebellus	EM_DEFAULT	ACT_MUSIC_BORED	Oh! Hi!!	And there's a	human!				CHAR_SEBELLUS_MONSTER	&sm_stab_02				
	db_ch_sebellus	EM_DEFAULT		I swear this is not	what it looks like.					CHAR_SEBELLUS_MONSTER	&sm_stab_01				
	db_ch_ginger	EM_DEFAULT		Uh.. What do you	mean?										
	db_ch_sebellus	EM_DEFAULT		I have indeed	slain this mighty	bug.									
	db_ch_ginger	EM_DEFAULT		Yeah.. What do you	think it looks like?										
	db_ch_sebellus	EM_SIDE_EYE		Well, you know.											
	db_ch_ginger	EM_DEFAULT		..No I don't.											
	db_ch_ginger	EM_SIDE_EYE		This is Sebellus,	he's my older	brother.									
	db_ch_ginger	EM_DEFAULT		I'm not sure how	he got all the way	out here.									
	db_ch_sebellus	EM_DEFAULT		How *I* got out	here, how did YOU	get out here?									
	db_ch_sebellus	EM_DEFAULT		They are so	worried about you	back home!									
	db_ch_ginger	EM_SAD		I know.			COLOR_PURPLE								
	db_ch_sebellus	EM_DEFAULT		Did, the, uh,	human kidnap you?	Do I need to kill-									
	db_ch_ginger	EM_WAT		NO! I-I rescued him.											
	db_ch_ginger	EM_SULLEN		I'm.. Here of my	own volition.										
	db_ch_sebellus	EM_DEFAULT		She runs away	all the time, this	is normal.									
	db_ch_sebellus	EM_SIDE_EYE		Hey.. I saw a house	not far from here.	We can stay there!									
	db_ch_ginger	EM_DEFAULT		I.. Uh.. Sebellus.	I don't think, uh..	I'm not going-									
	db_ch_sebellus	EM_DEFAULT		It'll be fun!											
	db_ch_ginger	EM_SIDE_EYE		..I guess we're a	party of three, now.										
		EM_SKIP	ACT_MUSIC_WIND							CHAR_SEBELLUS_MONSTER	&sm_dead				
		EM_SKIP	ACT_CUE_SEBELLUS												
															
sebellus_02															
	db_ch_sebellus	EM_SIDE_EYE		Oh.. Duh, forgot	to tell you.										
	db_ch_sebellus	EM_DEFAULT		It's very well-	guarded, there are	all these puzzles.									
	db_ch_sebellus	EM_LAUGH		See, I'm not so	smart though..										
															
talk_168															
	db_ch_ginger	EM_DEFAULT		Hey- What does	the note say?										
				"""EVICTION NOTICE,"	VACATE PREMISES	"IMMEDIATELY."""									
				Tell her	Don't tell her								&item_168_alt_01		
	db_ch_ginger	EM_DEFAULT		That's all it says?	"""Tell her""?"										
	db_ch_ginger	EM_SIDE_EYE		Well that's kinda..	weird.										
															
item_168_alt_01															
	db_ch_ginger	EM_DEFAULT		That's all it says?	"""Don't tell her""?"										
	db_ch_ginger	EM_SIDE_EYE		Well that's kinda..	weird.										
															
talk_189															
	db_ch_ginger	EM_HAPPY		Whoa.. It's so nice	in here!										
	db_ch_ginger	EM_SIDE_EYE		I'm a little	suspicious though..										
	db_ch_ginger	EM_DEFAULT		Something doesn't	feel right.										
	db_ch_sebellus	EM_DEFAULT		You can say that,	but that couch is	MINE.									
	db_ch_ginger	EM_SIDE_EYE		Very well..	I'll check out the	kitchen.									
	db_ch_sebellus	EM_LAUGH		Hehe.. She likes the	kitchen because	she's a girl.									
	db_ch_ginger	EM_ANGRY		Sebellus!											
	db_ch_sebellus	EM_SIDE_EYE		I wanted to clarify	for human because	I don't know if									
	db_ch_sebellus	EM_SIDE_EYE		humans can tell	boys and girls	apart.									
	db_ch_sebellus	EM_DEFAULT		So, human,	Ginger is a girl,	by the way.									
	db_ch_ginger	EM_SIDE_EYE		Ughh											
		EM_SKIP	ACT_WALK							CHAR_GINGER	&ginger_hide	{17, 6}			
		EM_SKIP	ACT_WALK							CHAR_SEBELLUS	&sebellus_hide	{6, 3}			
															
talk_190															
	db_ch_sebellus	EM_DEFAULT		I'm glad you were	nice to my little	sister, Ginger.									
	db_ch_sebellus	EM_LAUGH		I would have killed	you otherwise,	you know.				CHAR_SEBELLUS	&sebellus_sleep_02				
	db_ch_sebellus	EM_DEFAULT		Anyways, I'm	going to get some	sleep now.				CHAR_SEBELLUS	&sebellus_sleep_01				
		EM_SKIP								CHAR_SEBELLUS	&sebellus_sleep_03				
															
talk_175															
				Much to your	surprise, it's	full of food.									
				Strange.											
															
talk_177															
	db_ch_ginger	EM_SIDE_EYE		So, uh..	That's my brother.										
	db_ch_ginger	EM_DEFAULT		What do you	think about him?										
				He's chill	What the heck man								&talk_177_alt_02		
	db_ch_ginger	EM_LAUGH		Oh, whew..	I was a bit worried.	He's a lot.									
	db_ch_ginger	EM_SIDE_EYE		You probably	noticed his.. Uh..	His eyes.									
	db_ch_ginger	EM_DEFAULT		His eyes have	special runes on	them.									
	db_ch_ginger	EM_SIDE_EYE		And, uh..	Because of that..	They, uh..									
	db_ch_ginger	EM_DEFAULT		He can see things	other people	can't.									
	db_ch_ginger	EM_DEFAULT		It was to	compensate for..	other things.									
	db_ch_ginger	EM_DEFAULT		They were given to	him shortly after	he was first made.									
	db_ch_ginger	EM_SIDE_EYE		I'm glad he's in	there.. I don't want	to talk about									
	db_ch_ginger	EM_SIDE_EYE		this in front	of him.										
				"""I can hear you"	"by the way!"""										
	db_ch_ginger	EM_EMBARRASSED		Crap-											
				"""It's ok I don't"	care if you talk	"about it!"""									
	db_ch_ginger	EM_SULLEN		No, it's fine!											
				"""Do it!"""											
	db_ch_ginger	EM_DEFAULT			..Sebellus only has	a few years left.									
	db_ch_ginger	EM_DEFAULT		He probably won't	live to be older	than ten.									
	db_ch_ginger	EM_SAD		He doesn't take	it very seriously.										
	db_ch_ginger	EM_SAD		..											
	db_ch_ginger	EM_SAD		..	..										
	db_ch_ginger	EM_SULLEN		..Changing the	subject..										
	db_ch_ginger	EM_HAPPY		If you had to pick	a flavor, which	is better?									
	db_ch_ginger	EM_HAPPY		Butterscotch	or Cinnamon?										
				Butterscotch	Cinnamon								&talk_177_alt_01		
	db_ch_ginger	EM_HAPPY		Alright..	Duly noted.										
	db_ch_ginger	EM_SIDE_EYE		Anyways..	That's all I have	to say.									
	db_ch_ginger	EM_SAD		I need some	time to, uh..										
	db_ch_ginger	EM_SAD		Think about	some things.		COLOR_PURPLE								
															
talk_177_alt_01															
	db_ch_ginger	EM_EXCITED		Aw, that's my	favorite!										
	db_ch_ginger	EM_SIDE_EYE		Anyways..	That's all I have	to say.									
	db_ch_ginger	EM_SAD		I need some	time to, uh..										
	db_ch_ginger	EM_SAD		Think about	some things.		COLOR_PURPLE								
															
talk_177a															
	db_ch_ginger	EM_DEFAULT		Mm-hmm?											
				What now	Nevermind								&talk_177a_alt_01		
	db_ch_ginger	EM_DEFAULT		Well.. I guess	it's probably a	good time to									
	db_ch_ginger	EM_DEFAULT		get some sleep.	I still don't trust	this place..									
	db_ch_ginger	EM_SIDE_EYE		But it's better	than outside.										
	db_ch_ginger	EM_SIDE_EYE		Running water and	all that.	Food.									
	db_ch_ginger	EM_DEFAULT		Anyway, enough	me. I'm just gonna	sit here a moment.									
															
talk_177a_alt_01															
	db_ch_ginger	EM_DEFAULT		Oh.. Okay.											
	db_ch_ginger	EM_DEFAULT		*yawn*	I'm probably gonna	get sleep soon.									
															
talk_190b															
				Our hero	is snoring so loud,										
				the floor is	shaking slightly.										
				Just how does	he do it?										
															
talk_177_alt_02															
	db_ch_ginger	EM_LAUGH		Yeah..	He's a lot.										
	db_ch_ginger	EM_SIDE_EYE		You probably	noticed his.. Uh..	His eyes.									
